NO.,Name of health facility,Telephone number,Email Address,Street Address,Municipality,Expiry Date,Sector of health facility,Head of the facility,Region,Province
2068,"Angel Salazar Memorial 
General",(036)540-1205,asmgh19@yahoo.com,BRGY. ATABAY,SAN JOSE,31/12/2025,G,"Ric Noel A. Naciongayo, Md",REGION VI,ANTIQUE
2072,"Bugasong Medicare Community
Hospital",NONE,bugasongmch@gmail.com,BRGY. ILAURES,BUGASONG,31/12/2027,G,"Estelita C. Maguad, Md",REGION VI,ANTIQUE
2073,Bugasong Rural Health Unit,(036),rhubugasong2@gmail.com,CENTRO ILAYA,BUGASONG,31/12/2027,G,"Irma J. Adayon, Md",REGION VI,ANTIQUE
2080,"Justice Calixto O. Zaldivar 
Memorial",(036),jcomzmh_hospital@yahoo.com/jco zmhospital@gmail.com,BAGUMBAYAN,PANDAN,31/12/2025,G,Dr. Melendie Sanchez,REGION VI,ANTIQUE
2083,"Mayor Elmer C. Untaran 
Primary",(036),mhosanjose06@gmail.com,"TA FORNIER ST., BARANGAY 2",SAN JOSE,31/12/2025,G,Dr. Melba M. Billones,REGION VI,ANTIQUE
2084,Health Care Facilitypandan Rural Health Unit,(036),rhu_pandan@gmail.com,"CENTRO NORTE,",PANDAN,31/12/2026,G,"Jezreel Bon T. Juanitez, Md",REGION VI,ANTIQUE
2087,"Pres. Diosdado Macapagal 
District",NONE,pdmdh@yahoo.com,ABACA,TOBIAS FORNIER (DAO),31/12/2026,G,Dr. Mary Jocelyn A. Polido,REGION VI,ANTIQUE
2088,"Hospitalramon Maza Sr. Memorial 
District",(036),rmsmdh@yahoo.com,CATUNGAN I,SIBALOM,31/12/2027,G,Dr. Joana S. Dolor,REGION VI,ANTIQUE
2089,"Hospitalsan Jose De Buenavista Primary 
Care Facility",(036),mhosanjose06@gmail.com,"TRADETOWN, DALIPE,",SAN JOSE,31/12/2025,G,"Melba M. Billones, Md",REGION VI,ANTIQUE
2096,Valderrama Municipal Hospital,NONE,valderramamunicipal hospital@yahoo.com,"LEGASPI ST., UBOS",VALDERAMA,31/12/2027,G,"Mary Precious M. Traviña,Md",REGION VI,ANTIQUE
2098,Bailan District Hospital,(036),bdhospital_pc@yahoo.com,BAILAN,PONTEVEDRA,31/12/2025,G,"Ian P. Arciga,Md",REGION VI,CAPIZ
2099,Cuartero Rural Health Unit,(036)6510710,cuarteroruralhealthunit@yahoo.co m.ph,"POBLACION ILAWOD,",CUARTERO,31/12/2025,G,"Winfred S. Rivera, Md",REGION VI,CAPIZ
2101,Facilitydumalag Super Health Center,(036),dumalagrhu@yahoo.com/dumalag ruralhealthunit@gmail.com,"TAFT STREET, POBLACION",DUMALAG,31/12/2025,G,"Ana Mae F. Belasoto, Md",REGION VI,CAPIZ
2102,Dumarao Primary Care Facility,(036),"dumaraoruralhealthunit@yahoo.co
m","POBLACION ILAYA,",DUMARAO,31/12/2025,G,"Maridel P. Fuentes, Md",REGION VI,CAPIZ
2103,Ivisan Rural Health Unit,620-0004,ivisanmunicipalhealthoffice@yahoo .com,"POBLACION NORTE,",IVISAN,31/12/2025,G,"Mignon S. Andrada, Md",REGION VI,CAPIZ
2104,Jamindan Primary Care Facility,(036),mhojamindan@yahoo.com.ph/jami ndanmho@gmail.com,"NUEVA STREET, POBLACION,",JAMINDAN,31/12/2025,G,"Merriel L. Kapunan, Md",REGION VI,CAPIZ
2105,"Maayon Rural Health Unit And
Birthing Facility",(036),maayonrhu@gmail.com,"POB. ILAYA,",MAAYON,31/12/2025,G,"Sandra D. Sorongon, Md",REGION VI,CAPIZ
2106,Mambusao District  Hospital,(036),"mambusaodistricthospital@gmail.c
om","VILLAREAL HIGHWAY,",MAMBUSAO,31/12/2025,G,"Lourdes Josephine A. Martin,
Md",REGION VI,CAPIZ
2107,Mambusao Rural Health Unit,6470484,rhumambusao@gmail.com,"VILLAREAL HIGHWAY, POBLACION
PROPER,",MAMBUSAO,31/12/2025,G,"Rowena Laysa Gavero ,Md",REGION VI,CAPIZ
2108,Optiquest Inspira Health Ventures Inc.,(036),optiquestsecretariat@optiquestins pira.com,"1915 C-1-A PROVINCIAL ROAD, BRGY.
DINGINAN",ROXAS CITY,31/12/2026,P,"Rene  B. Blancaver, Md",REGION VI,CAPIZ
2109,Panay Municipal Health Office,6262068,panayrhu2021@yahoo.com,"POB. ILAWOD,",PANAY,31/12/2025,G,"Oliver A. Andrada, Md",REGION VI,CAPIZ
2112,"Facilitypontevedra Primary Care 
Facility",(036),rhupontevedra@gmail.com,"BENLIRO ST., BRGY TACAS,",PONTEVEDRA,31/12/2025,G,"Marizen V. Nolasco, Md",REGION VI,CAPIZ
2114,Roxas City Health Office,(036)6215-686,cahilog_lory@yahoo.com /norlyconlu@gmail.com,"INZO ARNALDO VILLAGE,",ROXAS CITY,31/12/2025,G,"Lory V. Cahilog, Md",REGION VI,CAPIZ
2115,"Roxas Memorial Provincial 
Hospital",(036),rmphrxcapiz@yahoo.com,CAPITOL HILLS BRGY. LANOT,ROXAS CITY,31/12/2025,G,"Florencio O. Luching, Jr., Md.",REGION VI,CAPIZ
2117,"Clinicsen. Gerardo M. Roxas 
Memorial",(036)5341039,marites_1213@yahoo.com,BALUCUAN,DAO,31/12/2025,G,"Dr. Mark Anthony D. Basquez,
Md",REGION VI,CAPIZ
2118,"District Hospitalsigma Rural Health Unit And 
Birthing",6518032,sigmarhu2022@gmail.com,"MURGUIA ST., POBLACION NORTE,",SIGMA,31/12/2025,G,"Maria Teresa Gallardo-Tan,
Md",REGION VI,CAPIZ
2122,Buenavista Emergency Hospital,033-5807853,buenapcf@yahoo.com,MCLAIN,BUENAVISTA,31/12/2025,G,"Estila F. Sullivan, Md",REGION VI,GUIMARAS
2128,Jordan Rural Health Unit,033-322-5498,jordanrhu20@gmail.com,"POBLACION, JORDAN, GUIMARAS",JORDAN,31/12/2025,G,Robel Tahum-Gencianeo,REGION VI,GUIMARAS
2132,Alimodian Primary Care Facility,3310505,rhu.alimodianiloilo@yahoo.com,"PLAZA LIBERTAD ST., BRGY.
POBLACION,",ALIMODIAN,31/12/2026,G,"Manuel Ii Rodulfa Ledesma, Md",REGION VI,ILOILO FACILITY
2133,Arevalo District Health Center,(033),arevalohealthcenter@yahoo.com,"C1 ROAD, SOOC, AREVALO",ILOILO CITY,31/12/2025,G,Dr. Carmencita E. Piolo,REGION VI,ILOILO FACILITY
2134,Badiangan Primary Care Facility,3053071,badianganrhu@yahoo.com/laragde janiceivy@gmail.com,"PORRAS ST., BRGY. POBLACION,",BADIANGAN,31/12/2025,G,"Janice Ivy A. Lagarde, Md",REGION VI,ILOILO FACILITY
2136,"Banate Rural Health  Unit And 
Birthing",362-0010,banate.mho@gmail.com,POBLACION,BANATE,31/12/2025,G,"Lea V. Basadre, Md",REGION VI,ILOILO FACILITY
2138,"Barotac Viejo Primary Care 
Facility I",3312890,recordsmhobv@gmail.com,POBLACION,BAROTAC VIEJO,31/12/2025,G,"Riena Rose B. Araño, Md",REGION VI,ILOILO FACILITY
2142,"Cabatuan Rural Health Unit 
And",(033),cabatuanrhuandbirthingfacility@g mail.com,SAN AGUSTIN ST.,CABATUAN,31/12/2025,G,"Hermie M. Pueyo, Md",REGION VI,ILOILO FACILITY
2144,Carles Primary Care Facility,3297586,"carlesprimarycarefacility@gmail.co
m","GUA POBLACION,",CARLES,31/12/2026,G,"Ronald T. Betita, Md",REGION VI,ILOILO FACILITY
2146,Dingle Primary Care Facility,(033),dingle.rhu@gmail.com,"R. PALABRICA ST., POBLACION,",DINGLE,31/12/2025,G,"Julius Noel P. Locara, Md",REGION VI,ILOILO FACILITY
2147,"Don Jose S. Monfort Medical 
Center",(033),djsmmceh@gmail.com,BRGY. TABUCAN,BAROTAC NUEVO,31/12/2025,G,"Mariano S. Hembra, Md",REGION VI,ILOILO FACILITY
2148,"Don Valerio Palmares Sr. 
Memorial",(033),dvpsmdh2015@gmail.com,ALFELOR ST POBLACION ILAYA,PASSI,31/12/2025,G,"Roberto J. Alfabeto, Md",REGION VI,ILOILO FACILITY
2149,"Dr. Ricardo S. Provido Sr. 
Memorial",330-0557,drspsmdhcalinog@yahoo.com,BRGY. DALID,CALINOG,31/12/2025,G,"Armando S. Dumdum, Md",REGION VI,ILOILO FACILITY
2150,"District Hospitaldr. Ricardo Y. Ladrido Memorial
Hospital",533-7350,drylmhlambunao@yahoo.com,POBLACION ILAWOD,LAMBUNAO,31/12/2025,G,"April D. Legayada, Md",REGION VI,ILOILO FACILITY
2151,Dueñas Municipal Health Office,(033)3212701,duenasrhu@gmail.com/duenasrhu 2@gmail.com,"PICCIO ST., POBLACION A",DUENAS,31/12/2025,G,"Angelica Sophia A. Brasileño,
Md",REGION VI,ILOILO FACILITY
2153,"Facilityfamily Planning Organization 
Of The Philippines Community Health Care Birthing Center And Laboratory Inc.",508-83-46,fpop_iloilo@yahoo.com,"2ND FLR DULALIA BUILDING RIZAL ST. MARIA 
CLARA",ILOILO CITY,31/12/2027,P,"Ray L. Celis, Md",REGION VI,ILOILO FACILITY
2155,District Hospitalgcj Diagnostic Center,3325582,gcjlaboratory@gmail.com,57 RIZAL ST. BRGY. RIZAL PALA PALA II,ILOILO CITY,31/12/2025,P,"Patricia F. Villa, Md",REGION VI,ILOILO FACILITY
2156,"Governor Niel D. Tupas Sr. 
District",32363663381113,gndtsdh_5011@yahoo.com,"SAN LUCAS,",BAROTAC VIEJO,31/12/2025,G,"Cenon Jr. Catequista Guiban,
Md",REGION VI,ILOILO FACILITY
2157,Hospitalguimbal Rural Health Unit,3270198,guimbalruralhealthunit@gmail.com,"RIZAL ST.,",GUIMBAL,31/12/2025,G,"Jay S. Dorin, Md",REGION VI,ILOILO FACILITY
2158,Janiuay Rural Health Unit,3308206,janiuayrhu@yahoo.com,"LOCSIN STREET,",JANIUAY,31/12/2025,G,"Maria Theresa M. Clarito, Md",REGION VI,ILOILO FACILITY
2159,Jaro I District Health Center,3210415,jaro1healthcenter@yahoo.com,"WASHINGTON STREET, BRGY
BENEDICTO, JARO,",ILOILO CITY,31/12/2025,G,"Mary Ann A. Poli-Diaz, Md",REGION VI,ILOILO FACILITY
2160,Jaro Ii District Health Center,(033),jaroiimhc@yahoo.com,"BRGY. TAGBAC, JARO",ILOILO CITY,31/12/2025,G,Dr. Kenneth G. Capero,REGION VI,ILOILO FACILITY
2161,Lambunao Primary Care Facility,5337675,lambunaomho@yahoo.com,"POB. ILAYA,",LAMBUNAO,31/12/2026,G,"Angelo Aljon M. Garbino, Md",REGION VI,ILOILO FACILITY
2162,Lapaz District Health Center,3250954,lapazdistricthealthcenter_iloilo@ya hoo.com,"BURGOS ST., BRGY BURGOS-MABINI,
LAPAZ",ILOILO CITY,31/12/2025,G,"Phoebe B. Delleva, Jr., Md",REGION VI,ILOILO FACILITY
2163,Lapuz District Health Center,3153012,ldmhc.cho@yahoo.com,"SAMPAGUITA COR. DAHLIA ST., ZONE
1, BO. OBRERO",ILOILO CITY,31/12/2025,G,"Ma. Rebecca C. Gregorios, Md",REGION VI,ILOILO FACILITY
2166,Leon Rural Health Unit,(033)3310872,rhuleon@gmail.com,"CAPALLA AVE.,",LEON,31/12/2025,G,"Grace A. Candado, Md",REGION VI,ILOILO FACILITY
2167,"Maasin Rural Health Unit And 
Birthing",3332499,maasinmunicipalhealthoffice@gma il.com,ROXAS ST. BRGY. AGROCEL,MAASIN,31/12/2025,G,"Arthur James G. Rendon, Md",REGION VI,ILOILO FACILITY
2169,"Medicus Diagnostic Center And 
Medical",50818585010803,medicusmain@gmail.com,"G/F, 2/F LOURDES BLDG.QUEZON ST.,
BRGY. SAMPAGUITA",ILOILO CITY,31/12/2025,P,"Airen Rose H. Enesa, Md",REGION VI,ILOILO FACILITY
2171,Miagao Rural Health Unit,(033),miagaomho@gmail.com,GUIBONGAN,MIAGAO,31/12/2025,G,"Rhea Palmos Palmos-Palacios,
Md",REGION VI,ILOILO FACILITY
2172,"Mina Municipal Primary Health 
Care",(033),rhumina@yahoo.com,PATARATA STREET,MINA,31/12/2025,G,"Janeatte A. Sobrevega, Md",REGION VI,ILOILO FACILITY
2174,"Municipality Of Ajuy/Rural 
Health",(033),ajuy_rhu11@yahoo.com,POBLACION,AJUY,31/12/2025,G,"Sarrie E. Masongsong, Md",REGION VI,ILOILO FACILITY
2175,"Municipality Of Oton/Oton 
Rural",(336),omoppmd@yahoo.com,"MABINI ST., POBLACION SOUTH,",OTON,31/12/2025,G,"Sally C. Ticao, Md",REGION VI,ILOILO FACILITY
2176,Health Unitpassi City Health Office,3115046,passicityhealthoffic@yahoo.com,"BRGY. SABLOGON,",PASSI,31/12/2025,G,"Melven P. Oyad, Md",REGION VI,ILOILO FACILITY
2177,Pavia Mho - Primary Care,(033),paviarhu@yahoo.com,SUMAKWEL ST.,PAVIA,31/12/2025,G,"Carleone L. Borda, Md",REGION VI,ILOILO FACILITY
2178,"Police Regional Office 6 Primary 
Health",337-05-49,jmoredina@gmail.com/pnphs_06 @yahoo.com,"CAMP GEN MARTIN TEOFILO B
DELGADO VETERANS VILLAGE",ILOILO CITY,31/12/2025,G,"Ed Sheen Paulo T.  Albo, Md",REGION VI,ILOILO FACILITY
2180,"Ramon D. Duremdes District 
Hospital",3612-229,ddh.dumangas@gmail.com,BRGY. ILAYA 1ST,DUMANGAS,31/12/2025,G,"Dennise Roy M. Pasadilla, Md",REGION VI,ILOILO FACILITY
2181,"Ramon Tabiana Memorial 
District",522-8211,"hospital.cabatuan.iloilo@gmail.co
m",BRGY. PUNGTOD,CABATUAN,31/12/2025,G,Dr. Francisco Ronnel J. Quiñon,REGION VI,ILOILO FACILITY
2182,"Hospitalrep. Pedro G. Trono Memorial 
Hospital",315-5172,rpgtmh@yahoo.com/rpgtmhphic@ yahoo.com,"GARRIEL ST.,",GUIMBAL,31/12/2025,G,Dr. Lily Ann C. Eslabra,REGION VI,ILOILO FACILITY
2184,"San Enrique Primary Care 
Facility",327-61-62,sanenriquerhu03@gmail,"CONCEPCION STREET, POBLACION
ILAYA,",SAN ENRIQUE,31/12/2025,G,"Cecile L. Apalacio, Md",REGION VI,ILOILO FACILITY
2185,"San Joaquin Mother And Child 
Hospital",033-3147499,sanjoaquinmch@yahoo.com/SJMC H@ILOILO.GOV.PH,BRGY. BAYBAY,SAN JOAQUIN,31/12/2025,G,Dr. Rodel G. Gedalanga,REGION VI,ILOILO FACILITY
2186,"San Joaquin Primary Care 
Facility",3234741,ohssnjoaquin@yahoo.com,"RIZAL STREET, PUROK 3, POBLACION,",SAN JOAQUIN,31/12/2025,G,"Abraham G. Elgario, Md",REGION VI,ILOILO FACILITY
2187,"San Miguel Rural Health Unit 
And",331-2235,sanmiguelrhuiloilo@gmail.com,"ROXAS ST., BRGY 1.,",SAN MIGUEL,31/12/2025,G,"Mary Jane S. Gimeno, Md",REGION VI,ILOILO FACILITY
2189,"Birthing Facilitysanta Barbara Rural Health 
Unit And",335039042,mhcsb2018@gmail.com,"GMT DELGADO ST., ZONE 2",STA. BARBARA,31/12/2027,G,"Zoe N. Sucaldito Jr., Md",REGION VI,ILOILO FACILITY
2190,Birthing Facilitysara Rural Health Unit,3211078,sararhu2020@gmail.com,"D.V. SALCEDO ST. POBLACION
MARKET,",SARA,31/12/2025,G,"Noel Jerome V. Albacete, Md",REGION VI,ILOILO FACILITY
2191,Sto. Rosario Health Center,3152253,storosariohc@gmail.com,"DURAN ST., STO. ROSARIO",ILOILO CITY,31/12/2025,G,"Maila G. Buyco, Md",REGION VI,ILOILO FACILITY
2192,"Tigbauan Health And Birthing 
Center",(033)3332729,mhotigbauan@gmail.com,"TUPAN ST., BRGY 5,",TIGBAUAN,31/12/2025,G,"Josefa T. Monserate, Md",REGION VI,ILOILO FACILITY
2193,Tubungan Primary Care Facility,3233931,tubunganmho@gmail.com,"TENIENTE BENITO,",TUBUNGAN,31/12/2025,G,"Rebecca Lynn S. Caalem, Md",REGION VI,ILOILO FACILITY
2194,"West Visayas State University 
Medical",(033),medcenter@wvsu.edu.ph,"E. LOPEZ ST., MONTINOLA, JARO",ILOILO CITY,31/12/2025,G,"Dave Endel R. Gelito Iii, Md",REGION VI,ILOILO FACILITY
2195,Centerwestern Visayas Medical Center,3212841,wvmciloilo@gmail.com/familymed _wvmc@yahoo.com,"Q. ABETO STREET, MANDURRIAO",ILOILO CITY,31/12/2025,G,"Joseph Dean L. Nicolo, Md",REGION VI,ILOILO FACILITY
2196,Zarraga Primary Care Facility,3321276,zarragarhu2017@gmail.com,"POBLACION ILAYA,",ZARRAGA,31/12/2025,G,"Clemencia D. Bondoc,Md",REGION VI,ILOILO FACILITY
2197,"Alfredo E. Marañon Sr. 
Memorial",(034)454-0061,aemsmdh@gmail.com,"AE MARAÑON ST., BRGY. POBLACION
II,",SAGAY,31/12/2025,G,Cyrille S. Adraneda,REGION VI,NEGROS OCCIDENTAL
2198,District Hospitalbacolod City Health Office,(034),melgensoli@gmail.com/bacolodcit yhealthdepartment@gmail.com,"A.B. PARREÑO ST., BRGY 20",BACOLOD CITY,31/12/2026,G,"Ma Carmela P. Gensoli, Md",REGION VI,NEGROS OCCIDENTAL
2199,Bago City Health Office,(034),cityhealthbago@yahoo.com,"A. GONZAGA ST., BRGY. POBLACION,",BAGO CITY,31/12/2025,G,"Ferdinand Ramon M. Mayoga,
Md",REGION VI,NEGROS OCCIDENTAL
2200,Binalbagan Infirmary,3888-106,infirmarybinalbagan@yahoo.com,"RIZAL STREET ,SAN PEDRO",BINALBAGAN,31/12/2025,G,"Jocelyn T. Rapista, Md",REGION VI,NEGROS OCCIDENTAL
2201,Cadiz City Health Office,44501174931772,cadizcho@yahoo.com,"CABAHUG ST., BRGY ZONE 3,",CADIZ CITY,31/12/2025,G,"Maria Victoria Escalona
Ibañez",REGION VI,NEGROS OCCIDENTAL
2202,Cadiz District Hospital,431-3463,cdh.eedd@gmail.com,"HDA. HORTENCIA, BRGY. DAGA",CADIZ CITY,31/12/2025,G,"Lyka Kymm E. Garcia, Md",REGION VI,NEGROS OCCIDENTAL
2203,Calatrava Municipal Hospital,727-7779,hospitalcalatrava@yahoo.com,BRGY. SUBA,CALATRAVA,31/12/2025,G,Dr. Elien C. Lumanog,REGION VI,NEGROS OCCIDENTAL
2208,"Corazon Locsin Montelibano 
Memorial",(034),cao@clmmrh.doh.gov.ph,"LACSON-BURGOS STS., BRGY. 9",BACOLOD CITY,31/12/2025,G,"Joan E. Cerrada, Md",REGION VI,NEGROS OCCIDENTAL
2210,Escalante City Health Office,(034),escalantecho@yahoo.com/escalant echophic@gmail.com,"EAST AVENUE, BRGY BALINTAWAK",ESCALANTE,31/12/2025,G,"Peter Paul L, Hinolan, Md",REGION VI,NEGROS OCCIDENTAL
2211,"Gov. Valeriano M. Gatuslao 
Memorial",(034),phicgmgmhl@yahoo.com,BRGY. IV,HIMAMAYLAN,31/12/2025,G,Alan L. Ramos,REGION VI,NEGROS OCCIDENTAL
2212,"Hospitalhimamaylan City Health Office 
And",(034)3883-740,cho_himamaylancity@yahoo.com,CORNER RIZAL- VASQUEZ ST. BRGY 1,HIMAMAYLAN,31/12/2025,G,"Medardo S. Estanda, Md",REGION VI,NEGROS OCCIDENTAL
2213,Birthing Facilityhinigaran Medical Clinic,391-7129,hinigaranmedicalclinic@gmail.com,BURGOS ST. POBLACION III,HINIGARAN,31/12/2025,G,"Liezel I. Lizades, Md",REGION VI,NEGROS OCCIDENTAL
2214,"Hinigaran Municipal Health 
Office And",034-3917122,rhuhinigaran@yahoo.com,"AGUILAR STREET, BARANGAY III,",HINIGARAN,31/12/2025,G,"Reyman Q. Perez, Md",REGION VI,NEGROS OCCIDENTAL
2219,Facilityjgn Clinic & Laboratory,034-740-8132,jgnclinab@yahoo.com,"DOOR 1 ONLAGADA BLDG.AGUILAR
STREET",HINIGARAN,31/12/2025,P,"Jewel Cordelle C. Nuñal-
Agustin,Md",REGION VI,NEGROS OCCIDENTAL
2220,Kabankalan City Health Office,(034),cho_kabankalan@yahoo.com,BARANGAY 2,KABANKALAN,31/12/2025,G,"Elizabeth Louise G. Junto, Md",REGION VI,NEGROS OCCIDENTAL
2221,Kabankalan City Hospital,(034),kch_tabugon@yahoo.com,BRGY. TABUGON,KABANKALAN,31/12/2025,G,Dr. Cornelio A. Daguia Jr,REGION VI,NEGROS OCCIDENTAL
2222,"La Carlota City Primary Care 
Facility I",(034),lacarlotacho@gmail.com,"JEREZA ST., BRGY 1 POBLACION,",LA CARLOTA CITY,31/12/2025,G,"Rommel R. Sabig, Md",REGION VI,NEGROS OCCIDENTAL
2223,Lorenzo D. Zayco District,471-2357,ldzdhcom@gmail.com,"SITIO MOHON, BINICUIL",KABANKALAN,31/12/2025,G,Dr. Myre G. Parpa,REGION VI,NEGROS OCCIDENTAL
2224,Manapla Rural Health Unit,(034)491-0299,manaplarhu6120@gmail.com,"PUROK CALLE ONSE, BRGY 1-A (POB)",MANAPLA,31/12/2025,G,"Edbert F. Jayme, Md",REGION VI,NEGROS OCCIDENTAL
2225,Medisense Laboratory Center Inc.,(034)4345925,medisense_2003@yahoo.com,"DOOR 3 & 5 AU & SONS BDLG.,
BURGOS STREET, BRGY. 9",BACOLOD CITY,31/12/2025,P,"Rodolfo B. Escalona Jr, Md",REGION VI,NEGROS OCCIDENTAL
2227,"Municipal Health Office- 
Binalbagan",(034)3888619,mhobinalbagan@yahoo.com,"CARMEN ST.  BRGY. SAN PEDRO,",BINALBAGAN,31/12/2025,G,"Pearle T. Pagunsan, Md",REGION VI,NEGROS OCCIDENTAL
2231,Murcia Health Center,4412683,murcia.rhu.128@gmail.com,"RIZAL ST., BRGY. ZONE 3",MURCIA,31/12/2025,G,"Raymund Antonio A. Maguad,
Md",REGION VI,NEGROS OCCIDENTAL
2233,"Pulupandan Rural Health Unit 
And",034-4350802,pulupandanphilhealth@gmail.com,"REIGO STREET, BARANGAY ZONE-4",PULUPANDAN,31/12/2025,G,"Geraldine Therese G. Lizarez,
Md",REGION VI,NEGROS OCCIDENTAL
2235,San Carlos City Health Office,(034),sancarloscityhealth@yahoo.com,CORNER S. CARMONA-YLAGAN STS.,SAN CARLOS CITY,31/12/2025,G,"Jabbel Y.Jayawon, Md",REGION VI,NEGROS OCCIDENTAL
2236,San Carlos City Hospital,034-3125664,scchospital@yahoo.com,"HDA. STA., BRGY. PALAMPAS",SAN CARLOS CITY,31/12/2025,G,"Renan E. Sanchez, Md",REGION VI,NEGROS OCCIDENTAL
2238,Silay City Health Office,195-50-18441-23-44,silaychomaternity@yahoo.com,"DR. JOSE C. LOCSIN ST., BRGY. V",SILAY CITY,31/12/2025,G,"Krisna Sharie T. Barnuevo, Md",REGION VI,NEGROS OCCIDENTAL
2240,Talisay City Health Office,(034),talisaycho@yahoo.com,"BONIFACIO ST., BRGY. ZONE 4A,",TALISAY,31/12/2025,G,"Joy Gladys T. Guanzon, Md",REGION VI,NEGROS OCCIDENTAL
2241,"Teresita L. Jalandoni Provincial
Hospital",(034),tljph_silay@yahoo.com,"RIZAL ST., BRGY. LANTAD",SILAY CITY,31/12/2025,G,"Josephine A. Pahamtang, Md",REGION VI,NEGROS OCCIDENTAL
2243,Valladolid District Hospital,034-461-0360,docjopahamtang@gmail.com & vdh_eedd2012@yahoo.com,CROSSING TABAO BRGY. TABAO PROPER,VALLADOLID,31/12/2025,G,"Marichelle M. Morales, Md",REGION VI,NEGROS OCCIDENTAL
2244,Vicente Gustilo District,(034),vgdhescalante@gmail.com,"SO. BUG-AS, BRGY. BALINTAWAK",ESCALANTE,31/12/2025,G,Dr. Gwendolyn Nava,REGION VI,NEGROS OCCIDENTAL
2246,"Alburquerque Primary Health 
Care",(038),alburquerqueruralhealthunit@yaho o.com,PUROK 6 EAST POBLACION,ALBURQUERQUE,31/12/2025,G,"Sebastian Gaiska L. Martinez, M.D.",REGION VII PRIMARY CARE FACILITY,BOHOL
2249,Antequera Primary Care Facility,(038),antequerarhu@yahoo.com,"POBLACION,",ANTEQUERA,31/12/2025,G,"Lenie May V. Sombrio, M.D.",REGION VII PRIMARY CARE FACILITY,BOHOL
2252,Balilihan Primary Care Facility,(038),mhobalilihan@yahoo.com,"DEL CARMEN NORTE,",BALILIHAN,31/12/2025,G,"Dr. Violo A. Llorente, Jr.",REGION VII PRIMARY CARE FACILITY,BOHOL
2253,Batuan Primary Care Facility,(038),batuanrhu@gmail.com,POBLACION SUR,BATUAN,31/12/2025,G,"Mark Johnuel M. Duavis, Md,
Rn, Msn",REGION VII PRIMARY CARE FACILITY,BOHOL
2256,Buenavista Rural Health Unit,(038),rhubuenavista2016@gmail.com,PUROK 2 POBLACION,BUENAVISTA,31/12/2025,G,"Marivic L. Chua, M.D.",REGION VII PRIMARY CARE FACILITY,BOHOL
2257,"Calape Mother And Child 
Hospital",(038),calapemch@yahoo.com,"SAN ISIDRO,",CALAPE,31/12/2025,G,Dr. Madilyn R. Revil,REGION VII PRIMARY CARE FACILITY,BOHOL
2261,"Carmen Bohol Primary Care 
Facility",(032),rhucarmenbohol@gmail.com,POBLACION SUR,CARMEN,31/12/2025,G,Dr. Sheila A. Sumatra,REGION VII PRIMARY CARE FACILITY,BOHOL
2263,"Catigbian Municipal Health 
Center",(038),mho.catigbian@gmail.com,"POBLACION WESTE,",CATIGBIAN,31/12/2025,G,Dr. Eldrin M. Mascariñas,REGION VII PRIMARY CARE FACILITY,BOHOL
2265,Clarin Primary Care Facility,(038),clarinprimarycarefacility.bohol@g mail.com,"POBLACION NORTE,",CLARIN,31/12/2027,G,Dr. Reina Jane V. Demandante,REGION VII PRIMARY CARE FACILITY,BOHOL
2267,"Hospitalcong. Simeon G. Toribio 
Memorial",(038),carmenhospital68@yahoo.com,POBLACION SUR,CARMEN,31/12/2025,G,Dr. Josephine B. Jabonillo,REGION VII PRIMARY CARE FACILITY,BOHOL
2268,Hospitalcorella Primary Care Facility,(038),corella_mho@yahoo.com,POBLACION,CORELLA,31/12/2025,G,Dr. Apollo John O. Bernaldez,REGION VII PRIMARY CARE FACILITY,BOHOL
2272,"Dauis Municipal Health Office 
And",(032),rhudauis@gmail.com,PUROK 7 POBLACION,DAUIS,31/12/2025,G,"Ed Jerimeh A. Loquellano, M.D.",REGION VII PRIMARY CARE FACILITY,BOHOL
2274,"Don Emilio Del Valle Memorial 
Hospital",(038),devmh_ubay@yahoo.com,BOOD,UBAY,31/12/2026,G,"Nelson A. Elle, Md, Dtmph,
Mscih",REGION VII PRIMARY CARE FACILITY,BOHOL
2276,"Francisco Dagohoy Memorial 
Hospital",(038),fdmh85@yahoo.com,"NATIONAL HIGHWAY , CAGAY-AN,
6332",INABANGA,31/12/2025,G,Dr. Victor Alan A. Torrefranca,REGION VII PRIMARY CARE FACILITY,BOHOL
2278,"Garcia-Hernandez Municipal 
Health",(038),rhu.gher@yahoo.com,"EAST POBLACION,",GARCIA-HERNANDEZ,31/12/2025,G,"Enriqueto L. Acenas, M.D.",REGION VII PRIMARY CARE FACILITY,BOHOL
2281,"Governor Celestino Gallares 
Memorial",(038),gcgmh_bohol@yahoo.com.ph,"M. PARAS ST.,",TAGBILARAN CITY,31/12/2025,G,"Julius Ceasar E. Presto , M.D.",REGION VII PRIMARY CARE FACILITY,BOHOL
2283,"Holy Name University Medical 
Center,",(038),hnumedicalcenterinc@gmail.com,"0476 HNU CAMPUS, J.A. CLARIN ST.,
DAMPAS DISTRICT",TAGBILARAN CITY,31/12/2025,P,"Angelito A. Lechago, Md",REGION VII PRIMARY CARE FACILITY,BOHOL
2284,"Inc.Imap Lying-In Clinic, Inc. - Bool 
Branch",(038),imapheadoffice@gmail.com,"CPG EAST AVENUE, BOOL DISTRICT",TAGBILARAN CITY,31/12/2025,P,Evelyn Piodos Diez,REGION VII PRIMARY CARE FACILITY,BOHOL
